,0,1,2,3,4,5,6,7,8
0,40.758600323864414,-342.33329087349256,96.76679098483193,247.00758783479452,152.66484969162406,-171.5860758524249,-153.7851346164631,-210.1983806545021,0.0
1,-680.3977663435144,920.3432012749691,-557.2011564093419,724.6782672347409,154.08388660315967,-173.20357470190172,-159.49550383221532,-211.79127112015263,0.0
2,-370.9738287370564,-201.94392647810753,855.4219329306179,791.5291774503365,152.7280581806999,-173.8554336946704,-163.48079093492996,-218.06882785813144,0.0
3,-275.75895359427085,-414.5810510908045,794.2379657993632,631.2624473517706,153.9984027476514,-172.74582419056958,-138.50629074662336,-212.06653243966414,0.0
4,-624.5617737823004,-1015.3745855552328,682.4384076137347,-1142.9121665793455,149.97764538731883,-175.34329553661607,-153.37026279380584,-214.30532900452332,0.0
5,-383.82941739509386,-602.5771652545094,790.9718831526842,372.5107797857146,152.56134823202254,-177.26535673099477,-158.5020103767405,-212.2882881083749,0.0
6,-1233.7782288828919,-292.9165051169277,825.9746726680319,989.08157800101,152.97735357574362,-174.8053964590837,-150.38456668509295,-209.9181557925884,0.0
7,-315.87609345170284,787.4954809313981,5.287899473346014,-105.09995143215134,152.07057373906036,-174.28528323954114,-161.25660445233217,-215.9873541176219,0.0
8,-461.8229654990678,159.82415510532243,510.07761522368656,1099.642415172803,149.7732151846036,-174.77525299188162,-155.74399722174584,-215.85619791302466,0.0
9,-441.14171662674573,-88.72935735519182,681.0846697951567,802.1040057467546,153.71940525068212,-175.03222223305465,-155.65715675603718,-215.3783186603094,0.0
10,-85.54652501908888,891.4243189632765,-471.0923264373029,663.4780470957718,151.41690165943092,-173.84681451200464,-157.9369343919438,-215.88191485964342,0.0
11,-334.35170518958734,-608.5965978314888,-523.2982119212617,727.2686254306246,153.75405477561654,-172.22552370136077,-160.75766178609857,-213.86866692366098,0.0
12,-2026.5600279358162,-584.190729596076,839.1777064916939,822.6697152782858,148.95325652840953,-173.34024631950317,-150.82428161826843,-216.51831099321961,0.0
13,-478.73339959733505,-73.32409601827611,514.8146415436304,-743.3799022987076,154.17145183929887,-175.7272877053974,-167.44298237191057,-218.18961264609464,0.0
14,-622.5594847697289,-472.9664372597468,101.50332155373798,383.7623809829862,152.94606817907052,-174.4178269213381,-156.54192822408692,-214.67935293772283,0.0
15,-199.28585292446851,-791.7636452137119,-174.71575842400728,-90.93634214873464,151.85481002829167,-174.6260235961831,-161.77871133845028,-214.10610648935202,0.0
16,-573.6527441885919,206.2954074505761,-2.981390322777111,101.51868486324928,152.29178042729347,-172.55141195836603,-156.96791951306048,-213.35775668361248,0.0
17,-417.7860860123193,-483.79534893668495,-702.6372898880102,870.3499397623684,150.09563326869866,-175.39719651854628,-158.95732936573043,-212.8956086565874,0.0
18,-585.3966706500177,687.6475173770407,-138.98245354807688,-12.242024184371703,153.5696601698161,-174.4732160145499,-167.27938107778456,-218.10556536249106,0.0
19,-684.6098174959758,65.86345735660231,876.7400984885167,1043.637224214916,148.16442938919687,-171.79154790286302,-156.6027652612662,-219.1804422360226,0.0
20,879.9767065864098,1251.9621564812749,-400.6193715460254,1118.469052830294,148.98177394963992,-173.64978275267939,-167.08503154160726,-214.56136023955816,0.0
21,492.6316446711596,1451.7206489134967,-639.6925132353721,1295.8684435206424,153.24119917376396,-173.41136847853514,-158.87036766448392,-215.76171635894147,0.0
22,-842.115862766007,313.40256071775883,-1298.8697169563982,1366.913332701798,147.39484793288415,-176.2281008625063,-169.5516281927301,-212.8634077868967,0.0
23,-1133.2051197491767,-52.60046554133779,660.5186957128295,1141.4408802565315,149.08162452621985,-173.21317477160952,-158.9418393965492,-213.65964069625113,0.0
24,-828.7650836196218,-349.5405630756645,255.37836843647688,-539.886974589023,153.98448591802256,-175.09879261046862,-161.18681125094648,-217.37213261742463,0.0
25,-338.87163503542007,294.0569002564401,-279.1996214325665,56.13199841186278,152.41790643465924,-176.68501966505283,-166.80966778244246,-213.8191864376201,0.0
26,-696.972334532577,245.54751148168052,-368.6240664916731,576.8360035296188,148.36898019540698,-175.82511880561376,-171.3120143082059,-214.86674119129205,0.0
27,-167.54561389425484,353.95058303892415,44.51280378593769,140.44108705164155,152.8011752600853,-174.86244361706562,-159.21758357779697,-216.70932439450064,0.0
28,-71.39182635952335,274.6948628992869,-195.31208076593398,216.0401028520166,145.5142191678524,-177.76375783388121,-169.97622922752626,-215.52875269202482,0.0
29,-249.58126877754992,-212.52833491082933,-341.9002463483252,586.7471262508926,149.80448676136604,-174.8028345218835,-163.3517109192842,-218.3422799664325,0.0
30,-736.9146605399735,-383.16223545720635,216.08575518917246,519.3827838295501,150.0321008887118,-174.2703089249952,-159.6520999927172,-213.7058384985483,0.0
31,-992.1500227594453,201.7289536523989,-1451.1285062731897,986.8093057695504,151.07906572454166,-173.8543669209494,-158.21631788922076,-213.55718651001357,0.0
32,56.76486861489849,412.1030427229748,558.8187425961746,1157.2656795608095,157.56310199356494,-173.24798922992477,-152.9996744921805,-211.5724423031284,0.0
33,-770.2877079402413,-497.347258940627,608.6201559961878,711.0118803449764,151.69117367535148,-178.33548129199337,-167.37630213910177,-214.18254308794718,0.0
34,-76.6590957383793,-163.24011201773945,365.24868570295376,373.6833477460228,148.09866389474288,-178.1052923593026,-170.23265901371346,-214.14707648686561,0.0
35,650.074300495973,540.8490317876747,607.7656210104599,423.3554768461568,151.15088580137368,-174.20241021018174,-160.13309966042695,-215.07343828104908,0.0
36,-271.5012783832028,-180.15639425482365,317.5527929994115,-286.103231275208,154.00942484672373,-173.51233543754475,-157.51901214422438,-215.47125055750286,0.0
37,232.42670481220796,2555.5196368781208,-386.92294559840326,924.9932722132236,150.854672971914,-172.81891775673589,-160.57851041496468,-214.3347048301578,0.0
