,0,1,2,3,4,5,6,7
0,-1.3300509598062509,-0.08536575130691548,-2.07354614488399,77.60566187547161,-48.15810229562203,-40.201035315306996,2.140137778799599,0.0
1,1.3443184957886134,-1.1455334209208,-1.2082405134344265,66.96213269724093,-50.338301989819,-53.504057784396274,-1.4777617183691205,0.0
2,3.776536417085606,-1.9695808423473953,-2.4198329343394667,68.03110792660416,-37.90129342417606,-61.34451968202766,-11.412961745570042,0.0
3,-0.9167618650665806,1.360004774168584,-0.6558323500570897,77.62649814819113,-36.26140114778132,-22.59416219729108,7.8277790142415435,0.0
4,-0.7680699455504043,-0.6351882835035074,-0.15900223831988436,83.14951668482655,-47.28325329212964,-30.34771104994832,7.917604428338468,0.0
5,0.12378889481980937,-0.7954255876114448,-0.7263748902644709,66.94263569629877,-47.563301287044105,-37.52840909239775,6.65909882507108,0.0
6,-0.809683651500331,-0.35478058881566676,-0.3203957485069141,60.7165376895734,-51.945184598413675,-52.591459191772685,-3.865721510051138,0.0
7,0.02778766038632563,-0.040105986735827215,-0.39034400598230934,69.94509943728511,-27.99890706876571,-61.91009387565336,-8.157752228779504,0.0
8,1.704267734813456,-0.8824526375667757,-1.5487221123720394,77.45992371568258,-66.26628332345511,-24.54687046625217,4.8332006469375735,0.0
9,3.6389941149539706,-2.1753188959692613,-2.4794566027204015,51.712670026728674,-34.01087750676773,-36.13286219302357,-7.141814218187592,0.0
10,-1.7392115024319401,-1.555737010037312,-2.83190819926357,81.18371362727096,-24.999461987075602,-18.08179058097595,2.9458222033725305,0.0
11,2.893287284766066,-1.9047212062369439,-2.1345081359482996,74.57560707384556,-38.38228783629856,-35.2348872263555,1.1410609002158276,0.0
12,-0.4146186192607333,-0.09603923404485337,-0.12392241132822013,66.66091048000203,-30.997007929076823,-25.8410252783693,-0.4961368042875156,0.0
13,-0.941925755042468,-0.054162036881927555,-0.5230346634055714,51.44548455105729,-57.66028444198771,-60.39637424560556,-1.0845042844440225,0.0
14,-0.7068087803646572,0.46483078612428574,0.4722406600418576,76.49979241210676,-47.376461326403394,-34.4182585047861,13.281669534147001,0.0
15,-0.9890506936848504,0.8661632875238343,0.7000248247588636,92.73377806789293,-44.59461208601952,-33.09558942842813,4.926349486881795,0.0
16,0.8835711908945316,-0.3502132910343537,-0.6853715546363148,49.08354456258511,-36.65651588572418,-43.80655137674284,0.9311798676105884,0.0
17,-1.7084388641290598,-1.2672499159967678,-2.1998415770220086,74.01412674180763,-26.812243662988983,-33.84361688554226,-0.1925666785340311,0.0
18,-1.514861936155933,-0.16209328450539962,-2.2108289946927715,59.88417082994199,-45.83933462641242,-50.79632649063728,-4.587265411946065,0.0
