,0,1,2,3,4,5,6,7,8
0,-22.496875315483774,43.26948859347105,-59.23136527406051,-55.316486171512835,-231.0710099959375,243.2869610669945,-136.53709860826274,-22.976738507268873,0.0
1,-11.907463983595346,-75.1558111937221,0.6045868479283178,-10.001215573099238,-209.27218520033767,233.42647763730682,-150.70612643418508,-34.30092143351756,0.0
2,-2.5637928251239392,50.660522795290305,-83.36869065147552,56.57868265421342,-218.25906211910575,235.26691030487837,-144.47567167212895,-27.7398149257113,0.0
3,-136.6194580678836,-168.20373775633527,7.330052187577879,-70.91133602054556,-221.3178141488763,251.4918255388863,-137.76478083204282,-12.72393178109043,0.0
4,-85.58667863427682,-46.80093889475924,-63.458536719422234,70.01448870064849,-221.70321588578125,235.12399623347912,-148.05198164235193,-24.936314027613218,0.0
5,-67.8839135565926,-91.95828798971097,-26.000208105617084,106.48553226908896,-208.24678695171937,241.9132641685564,-138.1159172251707,-25.7300162695943,0.0
6,-72.65807893057274,-94.64358143623275,10.119253513407012,-102.37306223763878,-238.16244946273133,245.41990132568196,-149.08796175795896,-10.355105267642678,0.0
7,-158.3697126968314,-63.02850783942504,-99.91661928802557,-43.45907118666011,-207.71959405762564,233.9717701494156,-148.4361560795773,-30.58831188530014,0.0
8,38.21995509573649,89.58577857988264,29.81305769595376,-25.944083761564258,-220.25981548474527,243.60931427993793,-141.5563099975739,-27.356633883299015,0.0
9,79.13911506101653,135.93788738978662,-68.99825933175185,0.6076462409486505,-222.08202409168575,248.28621606229805,-142.76494376314358,-14.342633096007205,0.0
10,39.04166900478352,-46.81069438315952,26.58670934905284,-148.12776415052653,-232.9838414136782,240.63188917884716,-142.00129379588205,-12.923100255724053,0.0
11,-46.46311324159848,3.6993439483510473,-26.718117933827063,-44.52335585412534,-210.6082526082728,238.9206206044468,-150.37556364998528,-29.86907437201409,0.0
12,-59.17669134350334,-63.555178740448824,-37.03644263943815,54.178459155493165,-226.38702661262556,233.9134823470007,-138.1415346610145,-29.12010286675114,0.0
13,-70.26028234285455,38.71801774986411,-83.18885630180996,-43.96213017328646,-216.04061059770277,242.7961756585415,-144.25441642288223,-12.341500030524038,0.0
14,-27.465399177843043,36.96013323047583,-72.89539179401821,11.638868112411316,-202.00032170203266,244.92195786435352,-143.55680284875882,-16.01323708243782,0.0
15,-38.38841755322199,-69.96336857285169,7.482628631721,-82.18832273725857,-218.03529592032922,242.8356991565118,-150.76874651868607,-13.606397230206511,0.0
16,53.9867611459242,43.42613744701801,-37.29504731025025,11.076201461278522,-241.5541245516401,250.0719155782536,-144.7629653279821,-6.673840971225577,0.0
17,-52.685858360133054,-37.196685554668754,-32.67101739961698,-46.40685849882775,-219.9736726468617,239.41482443486,-143.59836993691334,-27.33895992685812,0.0
18,-46.21914182003295,-133.85038325212278,17.097924721967672,1.485848602920381,-219.85341566258566,246.7928697784122,-148.9213926130952,-11.719642489754934,0.0
19,-3.085711359417287,-20.805438212702608,-25.04657713855488,-12.715844515068497,-217.72731617669407,239.01024431809967,-154.5515520117641,-16.152856237777947,0.0
20,-95.7730178952388,6.155010923440246,-102.46415503084138,-45.53529408138877,-206.53403181553944,225.22373245966648,-150.901236348936,-46.37446479239126,0.0
21,-33.70188339526573,26.941159358749655,-50.2998944920229,-44.00727112504766,-235.49506809924978,259.5004678194133,-134.3337193446635,-8.78898122261596,0.0
22,-28.259921382695385,-75.35100358136758,-14.04953538282493,3.719822668836925,-226.6873415952355,252.94010087441396,-139.71369609847767,-6.423647181002284,0.0
23,27.673808763813916,43.56444180231521,-88.87446504567527,83.742501115479,-211.70849874541304,245.49789579979833,-141.97108892742222,-25.815856675933702,0.0
24,-35.592721159577685,69.4432478827314,-34.72929350021808,-26.25620524157137,-206.6807956665534,231.37444045301592,-145.4023687493615,-34.7719494776945,0.0
25,-110.56532842014795,-15.2756759090928,-50.71025417880733,-17.5954326031459,-234.60205192220045,245.77421065196205,-144.10644287801344,-11.85829641004702,0.0
26,-27.025337618971324,51.346856101938286,-95.74756151415285,143.85475023177347,-215.70032887379446,253.69576772520895,-133.70567852880023,-8.096086510774308,0.0
27,-66.40123028519436,-21.00442431394679,-45.049500214953135,-53.64381122196349,-213.5942083411568,231.59845959933597,-156.0926976130051,-23.887756345563186,0.0
28,-90.71867389455748,-30.989144635448696,-47.72578847417081,-21.64668728961896,-214.34738270763214,234.84523319598438,-149.63279885776498,-24.51430727314195,0.0
29,-80.61409309824276,58.97808439668215,-142.10970657404337,243.1057897908369,-225.78825826533307,255.52722889387758,-132.36333367699226,-1.5332503430666513,0.0
30,-98.11406699820459,34.49467873318024,-100.65523565568735,-37.99335503038635,-211.2090764887094,245.52101103868785,-141.62917934890942,-23.54538136145349,0.0
31,-22.389232220291735,86.57107877550212,-55.003867089486526,-31.03704523430367,-229.979688088623,249.20386952284377,-145.3178056257188,-4.937466585777626,0.0
32,-16.74211615953892,-166.5371357425815,28.331608086541028,93.28847991349595,-226.93748526622863,265.1035753609185,-142.14083547613853,7.888458011886925,0.0
33,-67.50988772641213,-155.40126707502978,19.946853704109547,27.386262504709396,-223.18772899735052,239.2228298020467,-141.71270547890737,-11.192463373004404,0.0
34,-33.08606263015313,38.239582097008565,-35.179145470332266,-36.8054318656663,-210.9387788403934,231.83316939438177,-153.47084687338116,-24.495186713163847,0.0
35,-66.22679802456908,21.155387379418894,-52.54243223760561,-41.79050014220576,-225.94045331025703,245.83190032798444,-143.57232206858808,-12.977938073979901,0.0
36,-58.377376360242806,18.69945931025134,-104.33582911165406,-73.05641878022446,-219.64424631249486,244.5302132481741,-141.792160526913,-16.11364817953276,0.0
37,20.69653559510258,116.31194810608973,-2.9781277973049916,-29.407669674091046,-234.4590012382225,252.83108379471324,-128.8534267535423,-15.739567192399356,0.0
