,0,1,2,3,4,5,6,7
0,2.0993852468424814,-1.6999054788502883,-1.6730122750590366,-22.216781584936477,-77.80314569079493,-60.827707502911856,-91.67164018837617,0.0
1,-0.9997957505629856,-1.3606911929304595,-1.0651427445052744,-37.21473296382306,-85.71349751654424,-69.86522000221808,-93.39055981364285,0.0
2,-0.2264192720118059,-0.23369942875090077,-0.18112302291875482,-34.888221039292304,-79.07867252761463,-60.42808430235845,-93.05657521025728,0.0
3,-0.8469247565378009,-1.8476704385459732,-0.5386189873381664,-22.805202580251432,-82.68790236380792,-60.526972510940524,-90.91937793799113,0.0
4,-1.20902100257919,-0.49323301948971165,-1.9586124691945117,-18.388458316951457,-76.4377469474393,-64.9114438464339,-94.13733828986464,0.0
5,0.76739624888884,-1.0241542546455216,-0.8404991711814571,-29.838210089701562,-81.35652846794326,-71.06744439988205,-93.52122728758113,0.0
6,-1.7878127219838889,-0.7419003813289826,-2.0492575884458732,-23.600632725756146,-67.35630289799307,-59.25033660925203,-83.10537125075314,0.0
7,-0.4635009050413551,-1.8032048629722333,-0.061411374942585195,-49.595129922525075,-82.92993372890851,-62.7605162486022,-89.54091364816348,0.0
8,-1.1441700269485944,0.24699866622095157,0.19363352062293893,-30.532942129119387,-83.30980772136868,-66.22176071387076,-91.18774301237492,0.0
9,-1.050166185386316,-1.8813789276681763,-1.779821148823555,-24.882373547252477,-80.8648557713493,-59.23079089800887,-92.26456326181071,0.0
10,1.7564332266553668,-1.925829867387078,-1.9571224768165632,-44.58382823974481,-83.19648958714797,-70.63589484705251,-93.43808477066048,0.0
11,-0.3185272419589569,-0.8302610272283464,0.374657220817215,-23.935520509470255,-82.71205362787843,-65.49848831540397,-90.46177341924326,0.0
12,-0.5434057783012121,1.0558331597234836,0.6195884311923503,-48.295879319001656,-87.23072484834191,-70.04189167403504,-97.51626097676679,0.0
13,1.8529119612932254,-2.082295080073443,-1.8199301420101088,-20.319772042227843,-77.23484772170984,-62.63381723867265,-87.07683397597236,0.0
14,-1.8956677886264786,-2.566705924164841,-3.260125992170906,-20.08422580984491,-73.05349776124352,-61.94407441418615,-94.92448184438477,0.0
15,0.5753471171345501,-0.3446449679951973,-0.2202062203913584,-29.502833953887336,-79.06061753822615,-67.79806746945091,-88.40873003550129,0.0
