,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.726695399647872,1.869570460490106,1.0106284783610469,0.9749728586924523,-1.1864209362114773,-1.4741272583014398,-1.1694185653204419,-60.7958469007816,-43.12830509813166,63.41769253495241,-3.575791823431624,-62.61490315105783,-52.92766369463076,-17.671004071032076,0.0
1,-1.1595184420786673,1.746908625744207,-2.090041847052504,-1.2225254449041114,0.6911745729025056,1.400827219707915,-3.3112162544604264,-66.2415940195133,-46.46212748325293,72.84811965243712,7.5947177709996305,-69.4326299181289,-58.839690427326154,-16.254152623184957,0.0
2,1.5496160692876217,2.3272139051002423,-0.8347322799259689,-0.9486570102658666,0.18715164516373106,-3.164294581863501,1.5671151309582685,-56.6390874000766,-38.55014379268972,74.6639155005405,10.97402412286495,-63.45543684731233,-56.00196438512819,-22.445055893348467,0.0
3,0.8453712370260926,1.797977343366364,-1.4130391865380947,-1.1593601151822615,-0.11926875966559347,-1.8351705612608913,0.8586512855316735,-63.822285121566566,-45.13377865486806,60.44381213087347,5.244811291330913,-70.73295716206367,-58.66881671593352,-16.44991466622991,0.0
4,0.9114415059642185,0.7408375427892265,0.2856378228748975,-1.3949339454729277,-0.4996338939598508,-1.2833682066330252,-1.7168663925228127,-54.19956647472823,-42.35282355541393,53.48196734012103,2.6727750684521867,-69.93928785843205,-60.814490639958535,-22.53917268024296,0.0
5,2.177641993311256,1.3209062496211832,-1.1872001674564214,-0.8883198243074273,0.8130491891416305,-2.4643487335838037,0.8039015587010399,-51.59636414482745,-31.39486999171807,73.94797509008927,2.0890688101031234,-69.1689143704595,-55.735403927593204,-26.69970797836624,0.0
6,0.6952759581863946,-0.4143067988906064,1.4005699508003482,0.7518183542041236,3.5024665758978473,-3.4808714723369296,-0.7339443192835975,-47.399661561892074,-58.307179936502344,75.30878500371831,2.796970615536047,-62.54236057311198,-59.45095847452686,-18.24257657116133,0.0
7,1.5896613923297969,-0.3419846999365954,0.410116170544945,-0.44799175843898387,1.065995972957286,-0.8229905424456101,-0.40390982552538934,-46.37257039561907,-27.778535551029673,70.42139587420148,-0.07504260553348452,-64.52667632291055,-54.79697702867004,-14.679536702745633,0.0
8,1.3741124002374796,1.4286879689412373,1.7736445565542556,0.2604919118757093,1.9685055124597037,-0.0169999610363587,-3.409689962734246,-67.0112273745818,-37.23485111882037,54.77303884927609,2.257942497830234,-58.906484587206386,-58.71005145698098,-15.313505055222741,0.0
9,-0.22540564889407544,4.5792967524388715,0.7493111833452233,1.0308130315084594,-1.9947273871501259,0.21939100635048536,-0.7552578463103082,-64.12698708313853,-48.20631799422493,57.88326062278031,-4.256737708273883,-68.17938324410298,-60.032028392772524,-23.019316872446655,0.0
10,2.6698724728420538,-0.784616489661766,0.33953231935837014,-0.719925442337036,-0.3803810154188829,-1.863046015390895,0.37854430459488264,-56.24739268322965,-37.086610201328156,53.696221241561815,-4.122183143906258,-61.7330981410784,-55.783453996467365,-20.158450907963573,0.0
